Provider Number,Hospital Name,State,ZIP Code,County Name,heart attack,heart failure,Pneumonia
270003,ST PETER'S HOSPITAL,MT,59601,LEWIS AND CLARK,15,14.8,14.2
270004,BILLINGS CLINIC HOSPITAL,MT,59101,YELLOWSTONE,15.9,12.4,13.4
270012,BENEFIS HOSPITALS INC,MT,59405,CASCADE,13.6,11.7,8.6
270014,ST PATRICK HOSPITAL,MT,59806,MISSOULA,13.6,13.5,15.1
270017,ST JAMES HEALTHCARE,MT,59701,SILVER BOW,15,13.2,9.9
270023,COMMUNITY MEDICAL CENTER INC,MT,59804,MISSOULA,13.8,10.4,10.8
270032,NORTHERN MONTANA HOSPITAL,MT,59501,HILL,Not Available,11.6,11
27003F,VA MONTANA HEALTHCARE SYSTEM,MT,59636,LEWIS AND CLARK,14.6,10.6,10
270049,ST VINCENT HEALTHCARE,MT,59107,YELLOWSTONE,14.4,13,12.2
270051,KALISPELL REGIONAL MEDICAL CENTER,MT,59901,FLATHEAD,13.7,11.8,10.1
270057,BOZEMAN DEACONESS HOSPITAL,MT,59715,GALLATIN,15.9,12.8,11.7
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,MT,59417,GLACIER,Not Available,10.5,9.4
270086,GREAT FALLS CLINIC MEDICAL CENTER,MT,59405,CASCADE,Not Available,Not Available,Not Available
270087,HEALTH CENTER NORTHWEST,MT,59901,FLATHEAD,Not Available,Not Available,Not Available
271300,POPLAR COMMUNITY HOSPITAL,MT,59255,ROOSEVELT,Not Available,Not Available,Not Available
271302,DAHL MEMORIAL HEALTHCARE ASSOC,MT,59324,CARTER,Not Available,Not Available,Not Available
271304,MISSOURI RIVER MEDICAL CENTER,MT,59442,CHOUTEAU,Not Available,Not Available,Not Available
271305,MCCONE COUNTY HEALTH CENTER,MT,59215,MCCONE,Not Available,Not Available,Not Available
271306,MOUNTAINVIEW MEDICAL CENTER,MT,59645,MEAGHER,Not Available,Not Available,Not Available
271307,TETON MEDICAL CENTER,MT,59422,TETON,Not Available,Not Available,Not Available
271308,ROOSEVELT MEDICAL CENTER,MT,59218,ROOSEVELT,Not Available,Not Available,Not Available
271309,PRAIRIE COMMUNITY HOSPITAL,MT,59349,PRAIRIE,Not Available,Not Available,Not Available
271310,GARFIELD COUNTY HEALTH CENTER,MT,59337,GARFIELD,Not Available,Not Available,Not Available
271311,BIG SANDY MEDICAL CENTER,MT,59520,CHOUTEAU,Not Available,Not Available,Not Available
271312,PHILLIPS COUNTY MEDICAL CENTER,MT,59538,PHILLIPS,Not Available,Not Available,12.9
271313,PIONEER MEDICAL CENTER,MT,59011,SWEET GRASS,Not Available,Not Available,Not Available
271316,FRANCES MAHON DEACONESS HOSPITAL,MT,59230,VALLEY,Not Available,11,14.5
271317,LIVINGSTON HEALTHCARE,MT,59047,PARK,Not Available,11.1,13.1
271318,BARRETT MEMORIAL HOSPITAL,MT,59725,BEAVERHEAD,Not Available,12.9,13.3
271319,RUBY VALLEY HOSPITAL,MT,59749,MADISON,Not Available,10.9,10.5
271320,ST JOHN'S LUTHERAN HOSPITAL,MT,59923,LINCOLN,Not Available,11.6,12.5
271322,SHERIDAN MEMORIAL HOSPTIAL,MT,59254,SHERIDAN,Not Available,Not Available,12.3
271323,CLARK FORK VALLEY HOSPITAL,MT,59859,SANDERS,Not Available,12,11.6
271324,PONDERA MEDICAL CENTER,MT,59425,PONDERA,Not Available,Not Available,11.8
271325,ST LUKE COMMUNITY HOSPITAL,MT,59864,LAKE,Not Available,12,11.1
271326,BEARTOOTH BILLINGS CLINIC,MT,59068,CARBON,Not Available,11.7,10.1
271327,ROSEBUD HEALTH CARE CENTER,MT,59327,ROSEBUD,Not Available,Not Available,12
271328,MARIAS MEDICAL CENTER,MT,59474,TOOLE,Not Available,Not Available,12.7
271330,STILLWATER COMMUNITY HOSPITAL,MT,59019,STILLWATER,Not Available,Not Available,11.1
271332,GLENDIVE MEDICAL CENTER,MT,59330,DAWSON,Not Available,13,15.3
271334,LIBERTY COUNTY HOSPITAL,MT,59522,LIBERTY,Not Available,Not Available,12.4
271335,COMMUNITY HOSPITAL OF ANACONDA,MT,59711,DEER LODGE,Not Available,11.8,12.2
271336,NORTH VALLEY HOSPITAL,MT,59937,FLATHEAD,Not Available,12.4,14.8
271337,NORTHERN ROCKIES MEDICAL CENTER,MT,59427,GLACIER,Not Available,Not Available,10.8
271338,BIG HORN CO MEMORIAL HOSPITAL,MT,59034,BIG HORN,Not Available,Not Available,12.9
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,MT,59022,BIG HORN,Not Available,Not Available,Not Available
271340,MARCUS DALY MEMORIAL HOSPITAL - CAH,MT,59840,RAVALLI,Not Available,13.2,12.3
271341,TRINITY HOSPITAL,MT,59201,ROOSEVELT,Not Available,Not Available,12.6
271342,DANIELS MEMORIAL HOSPITAL,MT,59263,DANIELS,Not Available,Not Available,Not Available
271343,PROVIDENCE ST JOSEPH MEDICAL CENTER,MT,59860,LAKE,Not Available,11.3,14.6
271344,SIDNEY HEALTH CENTER,MT,59270,RICHLAND,Not Available,11.6,14.6
271345,CENTRAL MONTANA MEDICAL CENTER,MT,59457,FERGUS,Not Available,12.1,11
271346,ROUNDUP MEMORIAL HEALTHCARE,MT,59072,MUSSELSHELL,Not Available,Not Available,Not Available
271347,HOLY ROSARY HEALTHCARE,MT,59301,CUSTER,Not Available,11.9,12.4
280003,BRYANLGH MEDICAL CENTER,NE,68506,LANCASTER,14.8,11.5,12
280009,GOOD SAMARITAN HOSPITAL,NE,68848,BUFFALO,15.3,14.2,15.6
280013,THE NEBRASKA MEDICAL CENTER,NE,68198,DOUGLAS,16.9,13.9,11.2
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,NE,68510,LANCASTER,16.7,11.7,12
280023,ST FRANCIS MEDICAL CENTER,NE,68803,HALL,14.4,13.1,11.9
280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,NE,68131,DOUGLAS,14.2,11.8,12.6
280032,MARY LANNING MEMORIAL HOSPITAL,NE,68901,ADAMS,15.6,14.8,13.2
280040,THE NEBRASKA METHODIST HOSPITAL,NE,68114,DOUGLAS,14.8,11.1,12.4
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,NE,68124,DOUGLAS,14.3,10.8,13.2
280061,REGIONAL WEST MEDICAL CENTER,NE,69361,SCOTTS BLUFF,16.4,13.3,12.3
280065,GREAT PLAINS REGIONAL MEDICAL CENTER,NE,69101,LINCOLN,16.5,12.5,11.2
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),NE,68105,DOUGLAS,17.3,12.3,12.7
280077,FREMONT AREA MEDICAL CENTER,NE,68025,DODGE,16.4,10.6,13.3
280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,NE,68122,DOUGLAS,15.2,15.8,14.6
280105,ALEGENT HEALTH MIDLANDS HOSPITAL,NE,68046,SARPY,15.1,12,11.8
280111,COLUMBUS COMMUNITY HOSPITAL,NE,68601,PLATTE,14.9,14.3,11.1
280125,FAITH REGIONAL HEALTH SERVICES,NE,68701,MADISON,14,14.3,11.2
280127,LINCOLN SURGICAL HOSPITAL,NE,68506,LANCASTER,Not Available,Not Available,Not Available
280128,NEBRASKA HEART HOSPITAL,NE,68526,LANCASTER,14.6,9.5,Not Available
280129,NEBRASKA ORTHOPAEDIC HOSPITAL,NE,68144,DOUGLAS,Not Available,Not Available,Not Available
280130,ALEGENT HEALTH LAKESIDE HOSPITAL,NE,68130,DOUGLAS,16.5,11.7,12.4
280131,MIDWEST SURGICAL HOSPITAL LLC,NE,68114,DOUGLAS,Not Available,Not Available,Not Available
280132,BELLEVUE MEDICAL CENTER,NE,68123,SARPY,Not Available,10.2,12.5
280133,"NEBRASKA SPINE HOSPITAL, LLC",NE,68122,DOUGLAS,Not Available,Not Available,Not Available
281300,HARLAN COUNTY HEALTH SYSTEM,NE,68920,HARLAN,Not Available,Not Available,11.6
281301,FILLMORE COUNTY HOSPITAL,NE,68361,FILLMORE,Not Available,11.1,12.5
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,68420,PAWNEE,Not Available,Not Available,Not Available
281303,NIOBRARA VALLEY HOSPITAL,NE,68746,BOYD,Not Available,Not Available,Not Available
281304,THAYER COUNTY HEALTH SERVICES,NE,68370,THAYER,Not Available,12.3,12.5
281305,KIMBALL HEALTH SERVICES,NE,69145,KIMBALL,Not Available,Not Available,11.2
281306,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,NE,68959,KEARNEY,Not Available,Not Available,Not Available
281307,SAUNDERS MEDICAL CENTER,NE,68066,SAUNDERS,Not Available,Not Available,13.1
281308,HENDERSON HEALTH CARE SERVICES,NE,68371,YORK,Not Available,Not Available,13.8
281309,COMMUNITY MEMORIAL HOSPITAL,NE,68446,OTOE,Not Available,Not Available,12.1
281310,GARDEN COUNTY HEALTH SERVICES,NE,69154,GARDEN,Not Available,Not Available,Not Available
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,NE,68939,FRANKLIN,Not Available,Not Available,12.4
281312,GENOA COMMUNITY HOSPITAL,NE,68640,NANCE,Not Available,Not Available,Not Available
281313,GOTHENBURG MEMORIAL HOSPITAL,NE,69138,DAWSON,Not Available,Not Available,10.3
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,NE,68651,POLK,Not Available,13.3,12.7
281315,BRODSTONE MEMORIAL HOSP,NE,68978,NUCKOLLS,Not Available,13,13.8
281316,WEBSTER COUNTY COMMUNITY HOSPITAL,NE,68970,WEBSTER,Not Available,Not Available,12.2
281317,TILDEN COMMUNITY HOSPITAL,NE,68781,ANTELOPE,Not Available,Not Available,10.9
281318,MORRILL COUNTY COMMUNITY HOSPITAL,NE,69336,MORRILL,Not Available,Not Available,10.9
281319,JEFFERSON COMMUNITY HEALTH CENTER,NE,68352,JEFFERSON,Not Available,13.8,9.7
281320,MEMORIAL HOSPITAL,NE,68818,HAMILTON,Not Available,Not Available,16
281321,OAKLAND MERCY HOSPITAL,NE,68045,BURT,Not Available,Not Available,13.8
281322,ST FRANCIS MEMORIAL HOSPITAL,NE,68788,CUMING,Not Available,11.9,10.3
281323,ALEGENT HEALTH MEMORIAL HOSPITAL,NE,68661,COLFAX,Not Available,Not Available,10.8
281324,NEMAHA COUNTY HOSPITAL,NE,68305,NEMAHA,Not Available,Not Available,14.2
281325,BROWN COUNTY HOSPITAL,NE,69210,BROWN,Not Available,Not Available,11.9
281326,ANTELOPE MEMORIAL HOSPITAL,NE,68756,ANTELOPE,Not Available,Not Available,9.8
281327,COZAD COMMUNITY HOSPITAL,NE,69130,DAWSON,Not Available,Not Available,12.9
281328,LITZENBERG MEMORIAL COUNTY HOSPITAL,NE,68826,MERRICK,Not Available,11.7,11
281329,AVERA ST ANTHONY'S HOSPITAL,NE,68763,HOLT,Not Available,11.3,12.2
281330,WARREN MEMORIAL HOSPITAL,NE,68359,SALINE,Not Available,Not Available,Not Available
281331,AVERA CREIGHTON HOSPITAL,NE,68729,KNOX,Not Available,Not Available,12.3
281332,BUTLER COUNTY HEALTH CARE CENTER,NE,68632,BUTLER,Not Available,12.6,12.4
281333,ROCK COUNTY HOSPITAL,NE,68714,ROCK,Not Available,Not Available,12.5
281334,BOONE COUNTY HEALTH CENTER,NE,68620,BOONE,Not Available,11.4,13.1
281335,CALLAWAY DISTRICT HOSPITAL,NE,68825,CUSTER,Not Available,Not Available,11.2
281336,YORK GENERAL HOSPITAL,NE,68467,YORK,Not Available,11.2,12.8
281338,HOWARD COUNTY MEDICAL CENTER,NE,68873,HOWARD,Not Available,Not Available,10.3
281339,MEMORIAL HEALTH CARE SYSTEMS,NE,68434,SEWARD,Not Available,13,10.8
281340,DUNDY COUNTY HOSPITAL,NE,69021,DUNDY,Not Available,Not Available,15.7
281341,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,NE,69337,DAWES,Not Available,12.8,14.4
281342,ST MARY'S COMMUNITY HOSPITAL,NE,68410,OTOE,Not Available,Not Available,12.6
281343,WEST HOLT MEMORIAL HOSPITAL,NE,68713,HOLT,Not Available,Not Available,11.9
281344,CHERRY COUNTY HOSPITAL,NE,69201,CHERRY,Not Available,Not Available,11.1
281345,PROVIDENCE MEDICAL CENTER,NE,68787,WAYNE,Not Available,13.4,12
281346,ALEGENT HEALTH PLAINVIEW HOSPITAL,NE,68769,PIERCE,Not Available,Not Available,12.4
281347,OSMOND GENERAL HOSPITAL,NE,68765,PIERCE,Not Available,Not Available,12
281348,TRI VALLEY HEALTH SYSTEM,NE,69022,FURNAS,Not Available,11.1,9.7
281349,PENDER COMMUNITY HOSPITAL,NE,68047,THURSTON,Not Available,13.6,12.8
281350,JOHNSON COUNTY HOSPITAL,NE,68450,JOHNSON,Not Available,13.4,12.5
281351,CHASE COUNTY COMMUNITY HOSPITAL,NE,69033,CHASE,Not Available,Not Available,15.8
281352,"COMMUNITY MEDICAL CENTER, INC",NE,68355,RICHARDSON,Not Available,13.2,11
281353,VALLEY COUNTY HEALTH SYSTEM,NE,68862,VALLEY,Not Available,13,11.2
281354,CRETE AREA MEDICAL CENTER,NE,68333,SALINE,Not Available,11.5,11.6
281355,OGALLALA COMMUNITY HOSPITAL,NE,69153,KEITH,Not Available,11.3,11.9
281356,PERKINS COUNTY HEALTH SERVICES,NE,69140,PERKINS,Not Available,Not Available,11.9
281357,SIDNEY REGIONAL MEDICAL CENTER,NE,69162,CHEYENNE,Not Available,10.2,13.2
281358,GORDON MEMORIAL HOSPITAL DISTRICT,NE,69343,SHERIDAN,Not Available,Not Available,10.9
281359,MEMORIAL COMMUNITY HOSPITAL,NE,68008,WASHINGTON,Not Available,11.5,17.8
281360,BOX BUTTE GENERAL HOSPITAL,NE,69301,BOX BUTTE,Not Available,11.2,9.5
281361,LEXINGTON REGIONAL HEALTH CENTER,NE,68850,DAWSON,Not Available,12.8,10.2
281362,PHELPS MEMORIAL HEALTH CENTER,NE,68949,PHELPS,Not Available,14.7,10.2
281363,COMMUNITY HOSPITAL,NE,69001,RED WILLOW,Not Available,14.1,15.8
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",NE,68310,GAGE,Not Available,12.4,15.5
281365,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,NE,68822,CUSTER,Not Available,11.8,12.1
283301,CHILDREN'S HOSPITAL & MEDICAL CENTER,NE,68114,DOUGLAS,Not Available,Not Available,Not Available
290001,RENOWN REGIONAL MEDICAL CENTER,NV,89502,WASHOE,14.2,13.8,15.3
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,89109,CLARK,13.4,9.7,15
290005,NORTH VISTA HOSPITAL,NV,89030,CLARK,14.9,11.4,10.9
290006,BANNER CHURCHILL COMMUNITY HOSPITAL,NV,89406,CHURCHILL,Not Available,12.1,12.9
290007,UMC OF SOUTHERN NEVADA,NV,89102,CLARK,14.6,11.5,11.6
290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,NV,89801,ELKO,15.6,12.9,12.5
290009,SAINT MARY'S REGIONAL MEDICAL CENTER,NV,89503,WASHOE,15.7,14.7,14.8
290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,NV,89015,CLARK,15.8,11.7,14.8
290019,CARSON TAHOE REGIONAL MEDICAL CENTER,NV,89703,CARSON CITY,16.4,14.7,15.3
290020,NYE REGIONAL MEDICAL CENTER,NV,89049,NYE,Not Available,Not Available,Not Available
290021,VALLEY HOSPITAL MEDICAL CENTER,NV,89106,CLARK,17.5,13.6,14.5
290022,DESERT SPRINGS HOSPITAL,NV,89119,CLARK,20.1,13.5,13.7
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,NV,89502,WASHOE,14.9,10.8,11
290032,NORTHERN NEVADA MEDICAL CENTER,NV,89434,WASHOE,17.7,11.1,11.7
290039,MOUNTAINVIEW HOSPITAL,NV,89128,CLARK,17.1,9.6,10.7
290041,SUMMERLIN HOSPITAL MEDICAL CENTER,NV,89144,CLARK,15.6,11.2,12.2
290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,NV,89052,CLARK,14.7,11.8,13.6
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,NV,89118,CLARK,15.7,10.9,7.8
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,NV,89148,CLARK,15.4,10.4,10.9
290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,NV,89521,CARSON CITY,Not Available,11.2,12.5
290051,SIERRA SURGERY HOSPITAL,NV,89703,CARSON CITY,Not Available,Not Available,Not Available
290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,NV,89113,CLARK,15.5,10.9,10.6
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,NV,89149,CLARK,15.2,11.3,13.4
291306,CARSON VALLEY MEDICAL CENTER,NV,89410,DOUGLAS,Not Available,11.8,14.4
291307,MESA VIEW REGIONAL HOSPITAL,NV,89027,CLARK,Not Available,10.8,10.8
291308,HUMBOLDT GENERAL HOSPITAL,NV,89445,HUMBOLDT,Not Available,Not Available,13.9
291309,BOULDER CITY HOSPITAL,NV,89005,CLARK,Not Available,Not Available,14.5
291311,DESERT VIEW REGIONAL MEDICAL CENTER,NV,89048,NYE,Not Available,10.6,10.8
300001,CONCORD HOSPITAL,NH,3301,MERRIMACK,17,12,14.3
300003,MARY HITCHCOCK MEMORIAL HOSPITAL,NH,3756,GRAFTON,13.6,11.2,13.4
300005,LAKES REGION GENERAL HOSPITAL,NH,3246,BELKNAP,18.4,14.2,15.7
300011,ST JOSEPH HOSPITAL,NH,3060,HILLSBOROUGH,14.3,13.1,12.4
300012,ELLIOT HOSPITAL,NH,3103,HILLSBOROUGH,14.7,12.9,15.6
300014,FRISBIE MEMORIAL HOSPITAL,NH,3867,STRAFFORD,14.7,10.7,10.7
300017,PARKLAND MEDICAL CENTER,NH,3038,ROCKINGHAM,15.1,10.9,11.5
300018,WENTWORTH-DOUGLASS HOSPITAL,NH,3820,STRAFFORD,14.6,10.9,10.8
300019,CHESHIRE MEDICAL CENTER,NH,3431,CHESHIRE,15.9,11.2,11.9
300020,SOUTHERN NH MEDICAL CENTER,NH,3060,HILLSBOROUGH,15.6,11.5,10.8
300023,EXETER HOSPITAL INC,NH,3833,ROCKINGHAM,15.8,11.5,8.2
300029,PORTSMOUTH REGIONAL HOSPITAL,NH,3801,ROCKINGHAM,14.6,11.2,12.2
300034,CATHOLIC MEDICAL CENTER,NH,3102,HILLSBOROUGH,12.3,11.1,11.5
301300,UPPER CONNECTICUT VALLEY HOSPITAL,NH,3576,COOS,Not Available,11.1,14.5
301301,COTTAGE HOSPITAL,NH,3785,GRAFTON,Not Available,12.3,13.1
301302,LITTLETON REGIONAL HOSPITAL,NH,3561,GRAFTON,Not Available,13.9,14.8
301303,WEEKS MEDICAL CENTER,NH,3584,COOS,16.8,11.7,14.2
301304,NEW LONDON HOSPITAL,NH,3257,MERRIMACK,Not Available,12.9,14.6
301305,ALICE PECK DAY MEMORIAL HOSPITAL,NH,3766,GRAFTON,Not Available,Not Available,10.6
301306,FRANKLIN REGIONAL HOSPITAL,NH,3235,MERRIMACK,18.8,16.1,14.1
301307,"MEMORIAL HOSPITAL, THE",NH,3860,CARROLL,16,13.8,13.9
301308,VALLEY REGIONAL HOSPITAL,NH,3743,SULLIVAN,16.2,10.6,13.1
301309,MONADNOCK COMMUNITY HOSPITAL,NH,3458,HILLSBOROUGH,16,12.5,14.6
301310,ANDROSCOGGIN VALLEY HOSPITAL,NH,3570,COOS,15.8,13,11.7
301311,SPEARE MEMORIAL HOSPITAL,NH,3264,GRAFTON,Not Available,10.7,11.7
301312,HUGGINS HOSPITAL,NH,3894,CARROLL,16.2,14.3,13.6
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,NJ,7601,BERGEN,11.9,9.8,9.7
310002,NEWARK BETH ISRAEL MEDICAL CENTER,NJ,7112,ESSEX,14.7,9.6,11.2
310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,NJ,7047,HUDSON,12.7,8.5,11.7
310005,HUNTERDON MEDICAL CENTER,NJ,8822,HUNTERDON,13.3,12.2,12.1
310006,"ST MARY'S HOSPITAL, PASSAIC",NJ,7055,PASSAIC,15.4,11.8,14.1
310008,HOLY NAME MEDICAL CENTER,NJ,7666,BERGEN,12,9.2,10.1
310009,CLARA MAASS MEDICAL CENTER,NJ,7109,ESSEX,15.2,10,10.7
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,NJ,8536,MIDDLESEX,15.7,11.9,9.9
310011,CAPE REGIONAL MEDICAL CENTER INC,NJ,8210,CAPE MAY,16.5,10.1,9.6
310012,VALLEY HOSPITAL,NJ,7450,BERGEN,13.6,9,10.7
310014,COOPER UNIVERSITY HOSPITAL,NJ,8103,CAMDEN,16.6,10.9,11.7
310015,MORRISTOWN MEMORIAL HOSPITAL,NJ,7962,MORRIS,12,11.1,9.8
310016,CHRIST HOSPITAL,NJ,7306,HUDSON,15.4,12.5,13.8
310017,CHILTON HOSPITAL,NJ,7444,MORRIS,15.4,11.8,10.1
310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,NJ,7503,PASSAIC,16.8,10.9,13.1
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,NJ,7018,ESSEX,Not Available,11.8,13.7
310021,ST FRANCIS MEDICAL CENTER,NJ,8629,MERCER,15.8,10.6,13.2
310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,NJ,8009,CAMDEN,14.6,10.8,10.6
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,7065,UNION,20.5,12.6,12.6
310025,BAYONNE HOSPITAL CENTER,NJ,7002,HUDSON,13.8,11,12.9
310027,TRINITAS REGIONAL MEDICAL CENTER,NJ,7207,UNION,18.2,13.1,14
310028,NEWTON MEMORIAL HOSPITAL,NJ,7860,SUSSEX,16.9,10.9,10.2
310029,OUR LADY OF LOURDES MEDICAL CENTER,NJ,8103,CAMDEN,14.3,9,10
310031,DEBORAH HEART AND LUNG CENTER,NJ,8015,BURLINGTON,16.2,8.9,13.4
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,NJ,8360,CUMBERLAND,13.2,11.5,14.1
310034,RIVERVIEW MEDICAL CENTER,NJ,7701,MONMOUTH,14.6,11.7,9.8
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,8901,MIDDLESEX,15.7,9.8,9.6
310039,RARITAN BAY MEDICAL CENTER,NJ,8861,MIDDLESEX,16.1,10.5,9.7
310040,HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,7030,HUDSON,15.2,8.7,12.3
310041,COMMUNITY MEDICAL CENTER,NJ,8755,OCEAN,14.2,11.4,9.2
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,8534,MERCER,14.4,9.3,13.4
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,7631,BERGEN,12.8,9.6,8.9
310047,SHORE MEDICAL CENTER,NJ,8244,ATLANTIC,15.5,10.7,9.9
310048,SOMERSET MEDICAL CENTER,NJ,8876,SOMERSET,17.7,14,12.7
310050,SAINT CLARE'S HOSPITAL,NJ,7834,MORRIS,13.9,11.9,9.6
310051,OVERLOOK HOSPITAL,NJ,7902,UNION,13.8,12.1,10.5
310052,OCEAN MEDICAL CENTER,NJ,8724,OCEAN,14.9,11.4,10.5
310054,MOUNTAINSIDE HOSPITAL,NJ,7042,ESSEX,15.2,10.4,10.6
310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,NJ,8060,BURLINGTON,14.4,13.5,13.2
310058,BERGEN REGIONAL MEDICAL CENTER,NJ,7652,BERGEN,15.5,13.1,16
310060,ST LUKE'S WARREN HOSPITAL,NJ,8865,WARREN,15.5,10.6,12.3
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,NJ,8046,BURLINGTON,14.8,9.6,11.3
310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,NJ,8401,ATLANTIC,15.3,9.6,11.8
310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,NJ,8318,SALEM,14.2,10.2,11
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,8901,MIDDLESEX,15.8,12.3,9.6
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,7754,MONMOUTH,15.2,8.3,9.8
310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,NJ,7302,HUDSON,14.5,8.8,11.1
310075,MONMOUTH MEDICAL CENTER,NJ,7740,MONMOUTH,13.6,10.8,10.1
310076,SAINT BARNABAS MEDICAL CENTER,NJ,7039,ESSEX,14.3,9.9,10.1
310081,UNDERWOOD - MEMORIAL HOSPITAL,NJ,8096,GLOUCESTER,12.7,11.3,11
310083,EAST ORANGE GENERAL HOSPITAL,NJ,7018,ESSEX,11.8,6.7,9.6
310084,KIMBALL MEDICAL CENTER,NJ,8701,OCEAN,14.4,10.5,9.5
310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,NJ,8084,CAMDEN,16.7,10.7,10.8
310091,MEMORIAL HOSPITAL OF SALEM COUNTY,NJ,8079,SALEM,17.2,10,12.2
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,NJ,8638,MERCER,17,12.4,10.6
310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",NJ,7102,ESSEX,16.7,8.1,13.1
310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,NJ,8818,MIDDLESEX,16.5,13.4,14.5
310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,NJ,8690,MERCER,16.1,11,13.5
310111,CENTRASTATE MEDICAL CENTER,NJ,7728,MONMOUTH,15.1,8.9,11.9
310112,BAYSHORE COMMUNITY HOSPITAL,NJ,7733,MONMOUTH,15.1,10,11.5
310113,SOUTHERN OCEAN MEDICAL CENTER,NJ,8050,OCEAN,15.3,12.5,11.5
310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,NJ,7840,WARREN,12.4,10.5,10.1
310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,NJ,7094,HUDSON,14.7,10,12.6
310119,UMDNJ UNIVERSITY HOSPITAL,NJ,7103,ESSEX,15.7,11.7,9.9
310120,SAINT CLARE'S HOSPITAL/SUSSEX,NJ,7461,SUSSEX,15.8,12.9,11.6
320001,UNM HOSPITAL,NM,87106,BERNALILLO,15.6,13.2,16.9
320002,ST VINCENT HOSPITAL,NM,87505,SANTA FE,13.9,10.7,11.6
320003,ALTA VISTA REGIONAL HOSPITAL,NM,87701,SAN MIGUEL,Not Available,11,11.7
320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,NM,88310,OTERO,17,10.4,13.3
320005,SAN JUAN REGIONAL MEDICAL CENTER,NM,87401,SAN JUAN,15,15.6,12
320006,EASTERN NEW MEXICO MEDICAL CENTER,NM,88201,CHAVES,18.2,11.1,11.8
320009,LOVELACE MEDICAL CENTER,NM,87102,BERNALILLO,16.8,11.8,12.2
320011,ESPANOLA HOSPITAL,NM,87532,RIO ARRIBA,Not Available,11,11.2
320013,HOLY CROSS HOSPITAL A DIV OF TAOS HEALTH SYSTEMS,NM,87571,TAOS,Not Available,10.9,11.6
320014,MIMBRES MEMORIAL HOSPITAL,NM,88031,LUNA,Not Available,11.9,12.7
320016,GILA REGIONAL MEDICAL CENTER,NM,88061,GRANT,Not Available,10.8,13.1
320017,LOVELACE WOMEN'S HOSPITAL,NM,87109,BERNALILLO,Not Available,10.9,13.5
